Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP
Angola,Cabo Verde,2019,1.020664031,USD millions,Roland Kpodar (IMF),Africa,AGO,CPV,86262.8806849456,2116.00211092756
Angola,Cabo Verde,2020,0.48622965100000004,USD millions,Roland Kpodar (IMF),Africa,AGO,CPV,81399.1942507301,1675.7620337188598
Benin,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,BEN,CPV,13268.8123026618,1978.5368093319298
Benin,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,BEN,CPV,14179.8073746843,2116.00211092756
Benin,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,BEN,CPV,14725.5587232985,1675.7620337188598
Brazil,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,BRA,CPV,1797736.84496916,1978.5368093319298
Brazil,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,BRA,CPV,1819683.21769938,2116.00211092756
Brazil,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,BRA,CPV,1760056.58779546,1675.7620337188598
China,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,CHN,CPV,13745158.2751367,1978.5368093319298
China,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,CHN,CPV,14579283.5281484,2116.00211092756
China,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,CHN,CPV,14920466.2345653,1675.7620337188598
France,Cabo Verde,2018,46.7072152,USD millions,Roland Kpodar (IMF),Africa,FRA,CPV,2556210.83276002,1978.5368093319298
France,Cabo Verde,2019,49.028397,USD millions,Roland Kpodar (IMF),Africa,FRA,CPV,2608036.6389061203,2116.00211092756
France,Cabo Verde,2020,35.1829128,USD millions,Roland Kpodar (IMF),Africa,FRA,CPV,2413981.86767636,1675.7620337188598
Germany,Cabo Verde,2018,1.503062202,USD millions,Roland Kpodar (IMF),Africa,DEU,CPV,3637409.36550255,1978.5368093319298
Germany,Cabo Verde,2019,1.571663124,USD millions,Roland Kpodar (IMF),Africa,DEU,CPV,3673343.09074263,2116.00211092756
Germany,Cabo Verde,2020,1.471967644,USD millions,Roland Kpodar (IMF),Africa,DEU,CPV,3522914.6397119197,1675.7620337188598
Guinea,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,GIN,CPV,11433.1192237578,1978.5368093319298
Guinea,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,GIN,CPV,12075.3077516835,2116.00211092756
Guinea,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,GIN,CPV,12643.4015886985,1675.7620337188598
Guinea-Bissau,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,GNB,CPV,1319.4853324772998,1978.5368093319298
Guinea-Bissau,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,GNB,CPV,1392.92452582696,2116.00211092756
Guinea-Bissau,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,GNB,CPV,1422.56756022443,1675.7620337188598
Italy,Cabo Verde,2018,9.69290124,USD millions,Roland Kpodar (IMF),Africa,ITA,CPV,1913894.03892683,1978.5368093319298
Italy,Cabo Verde,2019,8.93684299,USD millions,Roland Kpodar (IMF),Africa,ITA,CPV,1922107.75507816,2116.00211092756
Italy,Cabo Verde,2020,6.18411974,USD millions,Roland Kpodar (IMF),Africa,ITA,CPV,1751650.98723543,1675.7620337188598
Luxembourg,Cabo Verde,2018,8.13741094,USD millions,Roland Kpodar (IMF),Africa,LUX,CPV,64922.2076406436,1978.5368093319298
Luxembourg,Cabo Verde,2019,7.63617666,USD millions,Roland Kpodar (IMF),Africa,LUX,CPV,66707.1264192733,2116.00211092756
Luxembourg,Cabo Verde,2020,5.82381398,USD millions,Roland Kpodar (IMF),Africa,LUX,CPV,66366.8856309508,1675.7620337188598
Netherlands,Cabo Verde,2018,11.45648265,USD millions,Roland Kpodar (IMF),Africa,NLD,CPV,835096.710412613,1978.5368093319298
Netherlands,Cabo Verde,2019,10.33033404,USD millions,Roland Kpodar (IMF),Africa,NLD,CPV,854304.699526719,2116.00211092756
Netherlands,Cabo Verde,2020,8.012699,USD millions,Roland Kpodar (IMF),Africa,NLD,CPV,821260.592382701,1675.7620337188598
Nigeria,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,NGA,CPV,498365.674277734,1978.5368093319298
Nigeria,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,NGA,CPV,509371.727735743,2116.00211092756
Nigeria,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,NGA,CPV,500232.309808216,1675.7620337188598
Portugal,Cabo Verde,2018,56.8273037,USD millions,Roland Kpodar (IMF),Africa,PRT,CPV,215937.375270068,1978.5368093319298
Portugal,Cabo Verde,2019,57.6096665,USD millions,Roland Kpodar (IMF),Africa,PRT,CPV,221866.33495096702,2116.00211092756
Portugal,Cabo Verde,2020,35.5701004,USD millions,Roland Kpodar (IMF),Africa,PRT,CPV,203663.018608844,1675.7620337188598
Senegal,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,SEN,CPV,21565.6743107132,1978.5368093319298
Senegal,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,SEN,CPV,22560.634320127,2116.00211092756
Senegal,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,SEN,CPV,22863.4146762849,1675.7620337188598
Spain,Cabo Verde,2018,4.36255919,USD millions,Roland Kpodar (IMF),Africa,ESP,CPV,1307871.70170125,1978.5368093319298
Spain,Cabo Verde,2019,4.05901403,USD millions,Roland Kpodar (IMF),Africa,ESP,CPV,1333521.40043269,2116.00211092756
Spain,Cabo Verde,2020,2.79877281,USD millions,Roland Kpodar (IMF),Africa,ESP,CPV,1187633.21729202,1675.7620337188598
Switzerland,Cabo Verde,2018,5.76032377,USD millions,Roland Kpodar (IMF),Africa,CHE,CPV,738674.254331744,1978.5368093319298
Switzerland,Cabo Verde,2019,5.11582994,USD millions,Roland Kpodar (IMF),Africa,CHE,CPV,747109.7827557939,2116.00211092756
Switzerland,Cabo Verde,2020,3.99898611,USD millions,Roland Kpodar (IMF),Africa,CHE,CPV,731108.655210761,1675.7620337188598
United Kingdom,Cabo Verde,2018,2.17367128,USD millions,Roland Kpodar (IMF),Africa,GBR,CPV,3106499.2432324397,1978.5368093319298
United Kingdom,Cabo Verde,2019,2.41836617,USD millions,Roland Kpodar (IMF),Africa,GBR,CPV,3156963.55241756,2116.00211092756
United Kingdom,Cabo Verde,2020,1.93368853,USD millions,Roland Kpodar (IMF),Africa,GBR,CPV,2831893.57701153,1675.7620337188598
United States,Cabo Verde,2018,40.4978665,USD millions,Roland Kpodar (IMF),Africa,USA,CPV,19651869.1175825,1978.5368093319298
United States,Cabo Verde,2019,45.618553,USD millions,Roland Kpodar (IMF),Africa,USA,CPV,20159639.089698102,2116.00211092756
United States,Cabo Verde,2020,45.5962567,USD millions,Roland Kpodar (IMF),Africa,USA,CPV,19723580.2219382,1675.7620337188598
Canada,Dominican Republic,2018,40.9126012,USD millions,Roland Kpodar (IMF),North America,CAN,DOM,1664832.88787371,84301.7017546018
Canada,Dominican Republic,2019,41.9582066,USD millions,Roland Kpodar (IMF),North America,CAN,DOM,1696605.0905518401,88427.4524258944
Canada,Dominican Republic,2020,45.5174483,USD millions,Roland Kpodar (IMF),North America,CAN,DOM,1611126.16562503,81415.99343807339
France,Dominican Republic,2018,36.366756699999996,USD millions,Roland Kpodar (IMF),North America,FRA,DOM,2556210.83276002,84301.7017546018
France,Dominican Republic,2019,40.410600099999996,USD millions,Roland Kpodar (IMF),North America,FRA,DOM,2608036.6389061203,88427.4524258944
France,Dominican Republic,2020,35.0454333,USD millions,Roland Kpodar (IMF),North America,FRA,DOM,2413981.86767636,81415.99343807339
Germany,Dominican Republic,2018,39.6137889,USD millions,Roland Kpodar (IMF),North America,DEU,DOM,3637409.36550255,84301.7017546018
Germany,Dominican Republic,2019,42.8388621,USD millions,Roland Kpodar (IMF),North America,DEU,DOM,3673343.09074263,88427.4524258944
Germany,Dominican Republic,2020,38.379867,USD millions,Roland Kpodar (IMF),North America,DEU,DOM,3522914.6397119197,81415.99343807339
Haiti,Dominican Republic,2018,94.1639236,USD millions,Roland Kpodar (IMF),North America,HTI,DOM,15756.7786379976,84301.7017546018
Haiti,Dominican Republic,2019,105.36639600000001,USD millions,Roland Kpodar (IMF),North America,HTI,DOM,15485.274058243,88427.4524258944
Haiti,Dominican Republic,2020,91.2733724,USD millions,Roland Kpodar (IMF),North America,HTI,DOM,14973.4074772561,81415.99343807339
Italy,Dominican Republic,2018,84.4228274,USD millions,Roland Kpodar (IMF),North America,ITA,DOM,1913894.03892683,84301.7017546018
Italy,Dominican Republic,2019,82.5274129,USD millions,Roland Kpodar (IMF),North America,ITA,DOM,1922107.75507816,88427.4524258944
Italy,Dominican Republic,2020,75.6954868,USD millions,Roland Kpodar (IMF),North America,ITA,DOM,1751650.98723543,81415.99343807339
Panama,Dominican Republic,2018,41.5620077,USD millions,Roland Kpodar (IMF),North America,PAN,DOM,64083.52954879429,84301.7017546018
Panama,Dominican Republic,2019,39.1773186,USD millions,Roland Kpodar (IMF),North America,PAN,DOM,66072.0849746328,88427.4524258944
Panama,Dominican Republic,2020,23.1716724,USD millions,Roland Kpodar (IMF),North America,PAN,DOM,54297.2267656596,81415.99343807339
Puerto Rico,Dominican Republic,2018,70.1358869,USD millions,Roland Kpodar (IMF),North America,PRI,DOM,94801.00073969639,84301.7017546018
Puerto Rico,Dominican Republic,2019,64.2654454,USD millions,Roland Kpodar (IMF),North America,PRI,DOM,96389.3571843707,88427.4524258944
Puerto Rico,Dominican Republic,2020,78.8753861,USD millions,Roland Kpodar (IMF),North America,PRI,DOM,92359.4393129166,81415.99343807339
Spain,Dominican Republic,2018,685.123716,USD millions,Roland Kpodar (IMF),North America,ESP,DOM,1307871.70170125,84301.7017546018
Spain,Dominican Republic,2019,719.793881,USD millions,Roland Kpodar (IMF),North America,ESP,DOM,1333521.40043269,88427.4524258944
Spain,Dominican Republic,2020,657.910451,USD millions,Roland Kpodar (IMF),North America,ESP,DOM,1187633.21729202,81415.99343807339
Switzerland,Dominican Republic,2018,64.9406372,USD millions,Roland Kpodar (IMF),North America,CHE,DOM,738674.254331744,84301.7017546018
Switzerland,Dominican Republic,2019,63.6567076,USD millions,Roland Kpodar (IMF),North America,CHE,DOM,747109.7827557939,88427.4524258944
Switzerland,Dominican Republic,2020,57.3789982,USD millions,Roland Kpodar (IMF),North America,CHE,DOM,731108.655210761,81415.99343807339
United States,Dominican Republic,2018,5027.05475,USD millions,Roland Kpodar (IMF),North America,USA,DOM,19651869.1175825,84301.7017546018
United States,Dominican Republic,2019,5430.97348,USD millions,Roland Kpodar (IMF),North America,USA,DOM,20159639.089698102,88427.4524258944
United States,Dominican Republic,2020,6800.21021,USD millions,Roland Kpodar (IMF),North America,USA,DOM,19723580.2219382,81415.99343807339
Afghanistan,Georgia,2018,0.187015,USD millions,Roland Kpodar (IMF),Asia,AFG,GEO,20323.4990203639,17565.6609173341
Afghanistan,Georgia,2019,0.27566599999999997,USD millions,Roland Kpodar (IMF),Asia,AFG,GEO,21118.4737023471,18510.8198184957
Afghanistan,Georgia,2020,0.215089,USD millions,Roland Kpodar (IMF),Asia,AFG,GEO,20621.9571252077,17346.40192057
Albania,Georgia,2018,0.297213,USD millions,Roland Kpodar (IMF),Asia,ALB,GEO,12761.7857031071,17565.6609173341
Albania,Georgia,2019,0.200394,USD millions,Roland Kpodar (IMF),Asia,ALB,GEO,13025.0074748895,18510.8198184957
Albania,Georgia,2020,0.163105,USD millions,Roland Kpodar (IMF),Asia,ALB,GEO,12593.390460142,17346.40192057
Algeria,Georgia,2018,0.002479,USD millions,Roland Kpodar (IMF),Asia,DZA,GEO,200496.402625853,17565.6609173341
Algeria,Georgia,2019,0.001374,USD millions,Roland Kpodar (IMF),Asia,DZA,GEO,202300.87024792001,18510.8198184957
Algeria,Georgia,2020,0.00123,USD millions,Roland Kpodar (IMF),Asia,DZA,GEO,192185.826737373,17346.40192057
American Samoa,Georgia,2018,0.094389,USD millions,Roland Kpodar (IMF),Asia,ASM,GEO,631.9007633587789,17565.6609173341
American Samoa,Georgia,2019,0.066094,USD millions,Roland Kpodar (IMF),Asia,ASM,GEO,628.818320610687,18510.8198184957
American Samoa,Georgia,2020,0.128189,USD millions,Roland Kpodar (IMF),Asia,ASM,GEO,656.560305343511,17346.40192057
Andorra,Georgia,2018,0.009276,USD millions,Roland Kpodar (IMF),Asia,AND,GEO,2949.5180946789596,17565.6609173341
Andorra,Georgia,2019,0.003395,USD millions,Roland Kpodar (IMF),Asia,AND,GEO,3008.96703698289,18510.8198184957
Andorra,Georgia,2020,0.002124,USD millions,Roland Kpodar (IMF),Asia,AND,GEO,2672.44597088657,17346.40192057
Angola,Georgia,2018,0.0001,USD millions,Roland Kpodar (IMF),Asia,AGO,GEO,86872.9660328735,17565.6609173341
Angola,Georgia,2019,0.00075,USD millions,Roland Kpodar (IMF),Asia,AGO,GEO,86262.8806849456,18510.8198184957
Angola,Georgia,2020,0.002595,USD millions,Roland Kpodar (IMF),Asia,AGO,GEO,81399.1942507301,17346.40192057
Antigua and Barbuda,Georgia,2018,0.005844,USD millions,Roland Kpodar (IMF),Asia,ATG,GEO,1640.5014077514902,17565.6609173341
Antigua and Barbuda,Georgia,2019,0.00204,USD millions,Roland Kpodar (IMF),Asia,ATG,GEO,1692.54175329144,18510.8198184957
Antigua and Barbuda,Georgia,2020,0.001477,USD millions,Roland Kpodar (IMF),Asia,ATG,GEO,1373.1798323414,17346.40192057
Argentina,Georgia,2018,0.065138,USD millions,Roland Kpodar (IMF),Asia,ARG,GEO,583118.120294002,17565.6609173341
Argentina,Georgia,2019,0.029585,USD millions,Roland Kpodar (IMF),Asia,ARG,GEO,571450.7372244421,18510.8198184957
Argentina,Georgia,2020,0.027647,USD millions,Roland Kpodar (IMF),Asia,ARG,GEO,514874.34376806597,17346.40192057
Armenia,Georgia,2018,9.114581,USD millions,Roland Kpodar (IMF),Asia,ARM,GEO,11958.638938496,17565.6609173341
Armenia,Georgia,2019,13.268666,USD millions,Roland Kpodar (IMF),Asia,ARM,GEO,12867.4954976469,18510.8198184957
Armenia,Georgia,2020,11.782607,USD millions,Roland Kpodar (IMF),Asia,ARM,GEO,11941.0358219185,17346.40192057
Aruba,Georgia,2018,0.006657,USD millions,Roland Kpodar (IMF),Asia,ABW,GEO,3303.62792955249,17565.6609173341
Aruba,Georgia,2019,0.0032519999999999997,USD millions,Roland Kpodar (IMF),Asia,ABW,GEO,3229.8763512533496,18510.8198184957
Aruba,Georgia,2020,0.002816,USD millions,Roland Kpodar (IMF),Asia,ABW,GEO,2383.26696891162,17346.40192057
Australia,Georgia,2018,3.427963,USD millions,Roland Kpodar (IMF),Asia,AUS,GEO,1461119.01624431,17565.6609173341
Australia,Georgia,2019,3.076321,USD millions,Roland Kpodar (IMF),Asia,AUS,GEO,1492847.87402389,18510.8198184957
Australia,Georgia,2020,3.27774,USD millions,Roland Kpodar (IMF),Asia,AUS,GEO,1491062.56626652,17346.40192057
Austria,Georgia,2018,2.711245,USD millions,Roland Kpodar (IMF),Asia,AUT,GEO,406235.924915185,17565.6609173341
Austria,Georgia,2019,2.576429,USD millions,Roland Kpodar (IMF),Asia,AUT,GEO,413365.268699049,18510.8198184957
Austria,Georgia,2020,3.364861,USD millions,Roland Kpodar (IMF),Asia,AUT,GEO,387247.796560501,17346.40192057
Azerbaijan,Georgia,2018,20.449519000000002,USD millions,Roland Kpodar (IMF),Asia,AZE,GEO,52302.373072286595,17565.6609173341
Azerbaijan,Georgia,2019,22.169189,USD millions,Roland Kpodar (IMF),Asia,AZE,GEO,53599.371992657,18510.8198184957
Azerbaijan,Georgia,2020,53.883406,USD millions,Roland Kpodar (IMF),Asia,AZE,GEO,51348.7553777597,17346.40192057
Bahamas. The,Georgia,2018,0.019292,USD millions,Roland Kpodar (IMF),Asia,BHS,GEO,12385.290297053,17565.6609173341
Bahamas. The,Georgia,2019,0.021776,USD millions,Roland Kpodar (IMF),Asia,BHS,GEO,12281.371357681299,18510.8198184957
Bahamas. The,Georgia,2020,0.019667,USD millions,Roland Kpodar (IMF),Asia,BHS,GEO,9814.09845091068,17346.40192057
Bahrain,Georgia,2018,0.49534300000000003,USD millions,Roland Kpodar (IMF),Asia,BHR,GEO,36164.0445881584,17565.6609173341
Bahrain,Georgia,2019,0.748005,USD millions,Roland Kpodar (IMF),Asia,BHR,GEO,36906.448210906405,18510.8198184957
Bahrain,Georgia,2020,0.677171,USD millions,Roland Kpodar (IMF),Asia,BHR,GEO,34724.7741043146,17346.40192057
Bangladesh,Georgia,2018,0.006573000000000001,USD millions,Roland Kpodar (IMF),Asia,BGD,GEO,239111.739541452,17565.6609173341
Bangladesh,Georgia,2019,0.001068,USD millions,Roland Kpodar (IMF),Asia,BGD,GEO,257958.323968613,18510.8198184957
Bangladesh,Georgia,2020,0.002538,USD millions,Roland Kpodar (IMF),Asia,BGD,GEO,266852.772253895,17346.40192057
Barbados,Georgia,2018,0.005619,USD millions,Roland Kpodar (IMF),Asia,BRB,GEO,5326.45113348749,17565.6609173341
Barbados,Georgia,2019,0.0054,USD millions,Roland Kpodar (IMF),Asia,BRB,GEO,5361.2107768654605,18510.8198184957
Barbados,Georgia,2020,0.0007440000000000001,USD millions,Roland Kpodar (IMF),Asia,BRB,GEO,4554.114648023639,17346.40192057
Belarus,Georgia,2018,4.389653,USD millions,Roland Kpodar (IMF),Asia,BLR,GEO,58198.7290408946,17565.6609173341
Belarus,Georgia,2019,4.326377,USD millions,Roland Kpodar (IMF),Asia,BLR,GEO,59040.5477446036,18510.8198184957
Belarus,Georgia,2020,4.78484,USD millions,Roland Kpodar (IMF),Asia,BLR,GEO,58643.3566216418,17346.40192057
Belgium,Georgia,2018,5.140785,USD millions,Roland Kpodar (IMF),Asia,BEL,GEO,482317.238282145,17565.6609173341
Belgium,Georgia,2019,5.469601,USD millions,Roland Kpodar (IMF),Asia,BEL,GEO,494099.71808056894,18510.8198184957
Belgium,Georgia,2020,6.21405,USD millions,Roland Kpodar (IMF),Asia,BEL,GEO,470417.598101755,17346.40192057
Belize,Georgia,2018,0.006458,USD millions,Roland Kpodar (IMF),Asia,BLZ,GEO,2178.39477326969,17565.6609173341
Belize,Georgia,2019,0.00282,USD millions,Roland Kpodar (IMF),Asia,BLZ,GEO,2271.36075235822,18510.8198184957
Belize,Georgia,2020,0.001516,USD millions,Roland Kpodar (IMF),Asia,BLZ,GEO,1955.57550971701,17346.40192057
Benin,Georgia,2018,0.006105,USD millions,Roland Kpodar (IMF),Asia,BEN,GEO,13268.8123026618,17565.6609173341
Benin,Georgia,2019,0.044298,USD millions,Roland Kpodar (IMF),Asia,BEN,GEO,14179.8073746843,18510.8198184957
Benin,Georgia,2020,0.001171,USD millions,Roland Kpodar (IMF),Asia,BEN,GEO,14725.5587232985,17346.40192057
Bermuda,Georgia,2018,0.002396,USD millions,Roland Kpodar (IMF),Asia,BMU,GEO,6819.90598464909,17565.6609173341
Bermuda,Georgia,2019,0.00287,USD millions,Roland Kpodar (IMF),Asia,BMU,GEO,6840.8503565784795,18510.8198184957
Bermuda,Georgia,2020,0.0209,USD millions,Roland Kpodar (IMF),Asia,BMU,GEO,6373.786302281591,17346.40192057
Bhutan,Georgia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,BTN,GEO,2507.62261654362,17565.6609173341
Bhutan,Georgia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,BTN,GEO,2651.94002225787,18510.8198184957
Bhutan,Georgia,2020,0.000344,USD millions,Roland Kpodar (IMF),Asia,BTN,GEO,2380.9542514208,17346.40192057
